b1,b2,b3,b4,b5,b6,b7,col,row
-59.0,-51.0,-57.0,-58.0,-59.0,-62.0,-46.0,1,5
-60.0,-52.0,-56.0,-58.0,-59.0,-63.0,-47.0,1,5
-59.0,-53.0,-56.0,-58.0,-60.0,-62.0,-46.0,1,5
-59.0,-52.0,-57.0,-57.0,-59.0,-62.0,-46.0,1,5
-60.0,-52.0,-56.0,-59.0,-59.0,-60.0,-48.0,1,5
-60.0,-51.0,-56.0,-60.0,-59.0,-63.0,-47.0,1,5
-60.0,-52.0,-56.0,-58.0,-59.0,-62.0,-46.0,1,5
-61.0,-52.0,-56.0,-57.0,-60.0,-62.0,-47.0,1,5
-60.0,-52.0,-56.0,-56.0,-60.0,-63.0,-47.0,1,5
-61.0,-52.0,-55.0,-57.0,-60.0,-64.0,-45.0,1,5
-58.0,-52.0,-57.0,-58.0,-59.0,-62.0,-46.0,1,5
-61.0,-53.0,-57.0,-60.0,-59.0,-62.0,-47.0,1,5
-59.0,-56.0,-60.0,-55.0,-53.0,-61.0,-51.0,2,5
-59.0,-56.0,-58.0,-55.0,-52.0,-65.0,-50.0,2,5
-59.0,-58.0,-59.0,-55.0,-54.0,-67.0,-51.0,2,5
-59.0,-57.0,-59.0,-54.0,-52.0,-66.0,-49.0,2,5
-59.0,-56.0,-59.0,-54.0,-51.0,-66.0,-48.0,2,5
-59.0,-55.0,-59.0,-54.0,-52.0,-67.0,-51.0,2,5
-58.0,-59.0,-59.0,-54.0,-53.0,-66.0,-48.0,2,5
-59.0,-59.0,-61.0,-55.0,-53.0,-66.0,-51.0,2,5
-58.0,-58.0,-60.0,-54.0,-53.0,-66.0,-51.0,2,5
-58.0,-58.0,-59.0,-56.0,-52.0,-65.0,-50.0,2,5
-58.0,-58.0,-59.0,-55.0,-52.0,-65.0,-48.0,2,5
-58.0,-58.0,-59.0,-54.0,-53.0,-66.0,-49.0,2,5
-58.0,-57.0,-59.0,-55.0,-53.0,-68.0,-52.0,2,5
-56.0,-58.0,-59.0,-55.0,-53.0,-62.0,-51.0,2,5
-58.0,-58.0,-59.0,-52.0,-52.0,-63.0,-50.0,2,5
-58.0,-58.0,-58.0,-53.0,-52.0,-64.0,-50.0,2,5
-54.0,-60.0,-61.0,-56.0,-52.0,-57.0,-43.0,3,5
-55.0,-60.0,-60.0,-55.0,-51.0,-56.0,-41.0,3,5
-54.0,-57.0,-61.0,-56.0,-54.0,-61.0,-41.0,3,5
-55.0,-59.0,-61.0,-57.0,-52.0,-57.0,-41.0,3,5
-55.0,-59.0,-61.0,-53.0,-52.0,-60.0,-41.0,3,5
-55.0,-58.0,-61.0,-52.0,-52.0,-56.0,-41.0,3,5
-53.0,-58.0,-61.0,-54.0,-52.0,-56.0,-41.0,3,5
-55.0,-59.0,-61.0,-55.0,-52.0,-60.0,-41.0,3,5
-53.0,-59.0,-60.0,-56.0,-52.0,-63.0,-41.0,3,5
-54.0,-57.0,-61.0,-54.0,-51.0,-57.0,-41.0,3,5
-53.0,-58.0,-60.0,-55.0,-52.0,-56.0,-41.0,3,5
-55.0,-58.0,-60.0,-57.0,-52.0,-56.0,-41.0,3,5
-56.0,-60.0,-61.0,-57.0,-52.0,-60.0,-42.0,3,5
-55.0,-59.0,-61.0,-54.0,-51.0,-59.0,-40.0,3,5
-55.0,-58.0,-61.0,-53.0,-52.0,-56.0,-41.0,3,5
-55.0,-59.0,-61.0,-55.0,-52.0,-54.0,-41.0,3,5
-60.0,-51.0,-57.0,-57.0,-57.0,-62.0,-53.0,4,5
-59.0,-52.0,-57.0,-57.0,-56.0,-62.0,-52.0,4,5
-59.0,-51.0,-57.0,-56.0,-55.0,-62.0,-53.0,4,5
-59.0,-51.0,-57.0,-55.0,-55.0,-61.0,-53.0,4,5
-59.0,-52.0,-57.0,-56.0,-56.0,-62.0,-50.0,4,5
-59.0,-52.0,-57.0,-56.0,-56.0,-61.0,-53.0,4,5
-59.0,-52.0,-56.0,-56.0,-55.0,-61.0,-51.0,4,5
-59.0,-51.0,-56.0,-57.0,-56.0,-62.0,-53.0,4,5
-59.0,-52.0,-57.0,-57.0,-53.0,-62.0,-54.0,4,5
-59.0,-51.0,-58.0,-58.0,-55.0,-61.0,-52.0,4,5
-59.0,-52.0,-57.0,-57.0,-56.0,-62.0,-53.0,4,5
-60.0,-51.0,-56.0,-57.0,-54.0,-62.0,-54.0,4,5
-60.0,-52.0,-57.0,-57.0,-56.0,-61.0,-51.0,4,5
-60.0,-52.0,-57.0,-58.0,-56.0,-62.0,-53.0,4,5
-60.0,-53.0,-57.0,-56.0,-56.0,-62.0,-51.0,4,5
-60.0,-52.0,-57.0,-57.0,-56.0,-62.0,-51.0,4,5
-54.0,-57.0,-56.0,-56.0,-53.0,-60.0,-49.0,5,5
-50.0,-57.0,-52.0,-55.0,-56.0,-58.0,-50.0,5,5
-49.0,-58.0,-52.0,-56.0,-53.0,-61.0,-51.0,5,5
-52.0,-59.0,-52.0,-56.0,-57.0,-59.0,-51.0,5,5
-53.0,-58.0,-52.0,-56.0,-57.0,-58.0,-51.0,5,5
-52.0,-58.0,-55.0,-56.0,-53.0,-61.0,-51.0,5,5
-54.0,-59.0,-56.0,-57.0,-55.0,-61.0,-48.0,5,5
-54.0,-58.0,-56.0,-54.0,-56.0,-59.0,-51.0,5,5
-51.0,-58.0,-54.0,-56.0,-51.0,-58.0,-50.0,5,5
-53.0,-58.0,-53.0,-57.0,-52.0,-58.0,-50.0,5,5
-53.0,-58.0,-55.0,-55.0,-57.0,-61.0,-51.0,5,5
-53.0,-58.0,-57.0,-56.0,-57.0,-58.0,-50.0,5,5
-53.0,-58.0,-56.0,-55.0,-57.0,-62.0,-50.0,5,5
-54.0,-58.0,-56.0,-56.0,-56.0,-58.0,-50.0,5,5
-53.0,-58.0,-56.0,-55.0,-53.0,-58.0,-50.0,5,5
-54.0,-58.0,-56.0,-56.0,-56.0,-61.0,-49.0,5,5
-56.0,-59.0,-53.0,-56.0,-56.0,-59.0,-53.0,6,5
-56.0,-60.0,-52.0,-58.0,-57.0,-60.0,-55.0,6,5
-56.0,-59.0,-53.0,-56.0,-57.0,-59.0,-55.0,6,5
-55.0,-59.0,-53.0,-52.0,-57.0,-52.0,-54.0,6,5
-56.0,-59.0,-50.0,-53.0,-57.0,-50.0,-55.0,6,5
-54.0,-60.0,-50.0,-57.0,-59.0,-51.0,-55.0,6,5
-55.0,-59.0,-53.0,-55.0,-58.0,-59.0,-55.0,6,5
-56.0,-59.0,-51.0,-55.0,-57.0,-51.0,-54.0,6,5
-56.0,-59.0,-53.0,-50.0,-58.0,-59.0,-55.0,6,5
-53.0,-60.0,-53.0,-50.0,-56.0,-58.0,-55.0,6,5
-56.0,-59.0,-53.0,-53.0,-57.0,-59.0,-54.0,6,5
-55.0,-60.0,-51.0,-56.0,-58.0,-59.0,-55.0,6,5
-56.0,-59.0,-55.0,-54.0,-57.0,-60.0,-54.0,6,5
-56.0,-60.0,-53.0,-57.0,-57.0,-59.0,-55.0,6,5
-56.0,-59.0,-53.0,-52.0,-57.0,-52.0,-54.0,6,5
-56.0,-59.0,-53.0,-56.0,-57.0,-51.0,-55.0,6,5
-57.0,-55.0,-67.0,-55.0,-50.0,-57.0,-52.0,1,6
-57.0,-54.0,-66.0,-51.0,-50.0,-55.0,-50.0,1,6
-57.0,-53.0,-66.0,-53.0,-50.0,-57.0,-49.0,1,6
-58.0,-54.0,-65.0,-53.0,-51.0,-55.0,-48.0,1,6
-57.0,-52.0,-65.0,-53.0,-49.0,-57.0,-49.0,1,6
-58.0,-55.0,-65.0,-52.0,-49.0,-56.0,-50.0,1,6
-58.0,-53.0,-64.0,-53.0,-49.0,-56.0,-50.0,1,6
-56.0,-53.0,-64.0,-51.0,-48.0,-56.0,-52.0,1,6
-57.0,-53.0,-65.0,-53.0,-50.0,-56.0,-51.0,1,6
-58.0,-54.0,-65.0,-52.0,-49.0,-56.0,-49.0,1,6
-58.0,-54.0,-65.0,-54.0,-49.0,-56.0,-47.0,1,6
-56.0,-55.0,-66.0,-54.0,-51.0,-56.0,-47.0,1,6
-57.0,-54.0,-64.0,-53.0,-50.0,-55.0,-50.0,1,6
-57.0,-53.0,-63.0,-54.0,-50.0,-55.0,-50.0,1,6
-57.0,-56.0,-66.0,-54.0,-52.0,-56.0,-50.0,1,6
-57.0,-54.0,-65.0,-51.0,-51.0,-57.0,-49.0,1,6
-58.0,-56.0,-51.0,-51.0,-51.0,-55.0,-55.0,2,6
-58.0,-56.0,-51.0,-52.0,-48.0,-55.0,-53.0,2,6
-57.0,-56.0,-51.0,-52.0,-46.0,-56.0,-53.0,2,6
-57.0,-56.0,-52.0,-54.0,-49.0,-54.0,-54.0,2,6
-56.0,-55.0,-51.0,-54.0,-50.0,-56.0,-54.0,2,6
-58.0,-56.0,-52.0,-52.0,-49.0,-57.0,-53.0,2,6
-57.0,-56.0,-51.0,-55.0,-51.0,-57.0,-52.0,2,6
-58.0,-57.0,-49.0,-55.0,-50.0,-56.0,-53.0,2,6
-58.0,-55.0,-51.0,-53.0,-50.0,-55.0,-52.0,2,6
-58.0,-56.0,-51.0,-52.0,-50.0,-55.0,-53.0,2,6
-58.0,-56.0,-49.0,-52.0,-48.0,-56.0,-53.0,2,6
-58.0,-56.0,-51.0,-53.0,-48.0,-53.0,-53.0,2,6
-57.0,-55.0,-49.0,-54.0,-51.0,-57.0,-53.0,2,6
-56.0,-55.0,-51.0,-52.0,-47.0,-56.0,-53.0,2,6
-58.0,-55.0,-50.0,-54.0,-47.0,-54.0,-53.0,2,6
-58.0,-56.0,-50.0,-54.0,-47.0,-55.0,-55.0,2,6
-60.0,-53.0,-61.0,-54.0,-53.0,-59.0,-49.0,3,6
-59.0,-55.0,-62.0,-52.0,-55.0,-58.0,-52.0,3,6
-60.0,-54.0,-63.0,-54.0,-53.0,-55.0,-51.0,3,6
-60.0,-55.0,-60.0,-52.0,-53.0,-59.0,-52.0,3,6
-59.0,-54.0,-62.0,-54.0,-53.0,-54.0,-52.0,3,6
-60.0,-54.0,-61.0,-52.0,-55.0,-58.0,-51.0,3,6
-60.0,-54.0,-62.0,-55.0,-51.0,-58.0,-53.0,3,6
-59.0,-54.0,-59.0,-55.0,-54.0,-52.0,-54.0,3,6
-59.0,-54.0,-60.0,-52.0,-50.0,-58.0,-52.0,3,6
-59.0,-53.0,-63.0,-54.0,-54.0,-55.0,-50.0,3,6
-59.0,-53.0,-62.0,-53.0,-51.0,-59.0,-53.0,3,6
-60.0,-53.0,-62.0,-52.0,-51.0,-52.0,-53.0,3,6
-59.0,-52.0,-60.0,-54.0,-53.0,-53.0,-49.0,3,6
-60.0,-53.0,-60.0,-52.0,-52.0,-60.0,-48.0,3,6
-60.0,-54.0,-61.0,-54.0,-51.0,-60.0,-51.0,3,6
-60.0,-52.0,-61.0,-54.0,-54.0,-59.0,-50.0,3,6
-58.0,-56.0,-58.0,-58.0,-50.0,-54.0,-50.0,4,6
-59.0,-56.0,-58.0,-59.0,-51.0,-56.0,-51.0,4,6
-59.0,-56.0,-59.0,-58.0,-53.0,-56.0,-51.0,4,6
-59.0,-56.0,-58.0,-58.0,-51.0,-56.0,-50.0,4,6
-60.0,-56.0,-58.0,-58.0,-52.0,-55.0,-50.0,4,6
-58.0,-54.0,-59.0,-58.0,-52.0,-56.0,-50.0,4,6
-59.0,-56.0,-57.0,-59.0,-50.0,-57.0,-50.0,4,6
-60.0,-57.0,-58.0,-57.0,-52.0,-58.0,-50.0,4,6
-59.0,-57.0,-58.0,-57.0,-49.0,-56.0,-51.0,4,6
-59.0,-56.0,-56.0,-58.0,-51.0,-56.0,-51.0,4,6
-59.0,-56.0,-58.0,-58.0,-51.0,-55.0,-50.0,4,6
-59.0,-56.0,-57.0,-58.0,-51.0,-56.0,-51.0,4,6
-59.0,-55.0,-59.0,-58.0,-51.0,-56.0,-51.0,4,6
-59.0,-54.0,-57.0,-57.0,-50.0,-56.0,-50.0,4,6
-58.0,-56.0,-58.0,-59.0,-51.0,-56.0,-50.0,4,6
-58.0,-56.0,-57.0,-58.0,-51.0,-56.0,-50.0,4,6
-57.0,-54.0,-65.0,-59.0,-59.0,-54.0,-42.0,5,6
-57.0,-53.0,-65.0,-50.0,-58.0,-58.0,-41.0,5,6
-57.0,-55.0,-65.0,-54.0,-58.0,-50.0,-42.0,5,6
-56.0,-53.0,-65.0,-51.0,-59.0,-50.0,-42.0,5,6
-55.0,-54.0,-65.0,-52.0,-56.0,-50.0,-42.0,5,6
-57.0,-52.0,-65.0,-58.0,-56.0,-57.0,-42.0,5,6
-57.0,-55.0,-66.0,-59.0,-59.0,-56.0,-41.0,5,6
-57.0,-55.0,-65.0,-59.0,-59.0,-57.0,-42.0,5,6
-56.0,-54.0,-65.0,-59.0,-59.0,-54.0,-42.0,5,6
-56.0,-53.0,-62.0,-59.0,-59.0,-58.0,-41.0,5,6
-57.0,-55.0,-64.0,-52.0,-58.0,-58.0,-42.0,5,6
-56.0,-52.0,-65.0,-59.0,-59.0,-58.0,-42.0,5,6
-57.0,-55.0,-65.0,-59.0,-57.0,-51.0,-41.0,5,6
-57.0,-52.0,-65.0,-59.0,-57.0,-55.0,-44.0,5,6
-56.0,-55.0,-64.0,-59.0,-59.0,-57.0,-42.0,5,6
-56.0,-54.0,-65.0,-58.0,-59.0,-59.0,-42.0,5,6
-56.0,-56.0,-53.0,-61.0,-55.0,-55.0,-50.0,6,6
-57.0,-56.0,-51.0,-61.0,-55.0,-55.0,-52.0,6,6
-56.0,-57.0,-54.0,-62.0,-56.0,-56.0,-48.0,6,6
-56.0,-57.0,-53.0,-61.0,-54.0,-56.0,-51.0,6,6
-56.0,-56.0,-52.0,-62.0,-55.0,-57.0,-53.0,6,6
-56.0,-56.0,-52.0,-62.0,-57.0,-56.0,-50.0,6,6
-57.0,-57.0,-53.0,-61.0,-53.0,-56.0,-51.0,6,6
-57.0,-56.0,-53.0,-61.0,-56.0,-56.0,-52.0,6,6
-56.0,-56.0,-52.0,-62.0,-56.0,-57.0,-52.0,6,6
-57.0,-57.0,-51.0,-62.0,-55.0,-56.0,-53.0,6,6
-56.0,-54.0,-53.0,-62.0,-56.0,-55.0,-51.0,6,6
-56.0,-56.0,-50.0,-62.0,-56.0,-56.0,-48.0,6,6
-57.0,-57.0,-53.0,-61.0,-56.0,-55.0,-53.0,6,6
-56.0,-56.0,-53.0,-62.0,-56.0,-58.0,-53.0,6,6
-56.0,-57.0,-53.0,-61.0,-55.0,-56.0,-56.0,6,6
-57.0,-56.0,-53.0,-62.0,-56.0,-55.0,-53.0,6,6
-59.0,-52.0,-57.0,-55.0,-62.0,-58.0,-45.0,1,7
-61.0,-53.0,-56.0,-56.0,-62.0,-56.0,-45.0,1,7
-60.0,-53.0,-57.0,-55.0,-61.0,-53.0,-45.0,1,7
-60.0,-53.0,-58.0,-52.0,-63.0,-53.0,-45.0,1,7
-60.0,-53.0,-57.0,-56.0,-62.0,-55.0,-46.0,1,7
-60.0,-53.0,-56.0,-56.0,-61.0,-56.0,-45.0,1,7
-60.0,-53.0,-57.0,-57.0,-61.0,-53.0,-45.0,1,7
-61.0,-53.0,-56.0,-52.0,-59.0,-52.0,-45.0,1,7
-60.0,-53.0,-58.0,-55.0,-61.0,-56.0,-45.0,1,7
-62.0,-52.0,-57.0,-55.0,-62.0,-56.0,-45.0,1,7
-60.0,-53.0,-54.0,-53.0,-62.0,-56.0,-45.0,1,7
-60.0,-52.0,-57.0,-53.0,-62.0,-56.0,-45.0,1,7
-61.0,-53.0,-56.0,-55.0,-62.0,-52.0,-45.0,1,7
-60.0,-53.0,-56.0,-52.0,-62.0,-56.0,-45.0,1,7
-59.0,-53.0,-56.0,-54.0,-62.0,-56.0,-45.0,1,7
-60.0,-52.0,-57.0,-53.0,-61.0,-58.0,-45.0,1,7
-53.0,-54.0,-59.0,-60.0,-57.0,-53.0,-49.0,2,7
-53.0,-55.0,-59.0,-54.0,-56.0,-52.0,-50.0,2,7
-53.0,-55.0,-60.0,-62.0,-56.0,-52.0,-51.0,2,7
-54.0,-56.0,-62.0,-60.0,-57.0,-51.0,-49.0,2,7
-53.0,-55.0,-59.0,-62.0,-56.0,-53.0,-50.0,2,7
-54.0,-55.0,-61.0,-58.0,-56.0,-52.0,-47.0,2,7
-53.0,-55.0,-58.0,-61.0,-56.0,-51.0,-49.0,2,7
-53.0,-56.0,-60.0,-61.0,-54.0,-51.0,-49.0,2,7
-53.0,-55.0,-63.0,-62.0,-56.0,-52.0,-49.0,2,7
-53.0,-55.0,-62.0,-57.0,-57.0,-52.0,-50.0,2,7
-53.0,-57.0,-62.0,-58.0,-56.0,-51.0,-49.0,2,7
-53.0,-55.0,-62.0,-60.0,-57.0,-51.0,-50.0,2,7
-53.0,-56.0,-62.0,-57.0,-56.0,-52.0,-50.0,2,7
-53.0,-55.0,-61.0,-59.0,-57.0,-52.0,-50.0,2,7
-53.0,-54.0,-61.0,-59.0,-56.0,-51.0,-49.0,2,7
-53.0,-57.0,-60.0,-59.0,-56.0,-52.0,-47.0,2,7
-50.0,-51.0,-62.0,-62.0,-55.0,-62.0,-47.0,3,7
-49.0,-51.0,-61.0,-59.0,-52.0,-62.0,-47.0,3,7
-50.0,-54.0,-61.0,-58.0,-55.0,-62.0,-45.0,3,7
-50.0,-50.0,-60.0,-60.0,-54.0,-56.0,-46.0,3,7
-48.0,-53.0,-60.0,-59.0,-55.0,-62.0,-45.0,3,7
-48.0,-53.0,-61.0,-61.0,-51.0,-62.0,-46.0,3,7
-50.0,-53.0,-61.0,-64.0,-52.0,-57.0,-46.0,3,7
-49.0,-53.0,-62.0,-61.0,-53.0,-62.0,-47.0,3,7
-51.0,-53.0,-62.0,-61.0,-54.0,-59.0,-46.0,3,7
-50.0,-53.0,-61.0,-61.0,-53.0,-59.0,-45.0,3,7
-50.0,-51.0,-61.0,-61.0,-55.0,-63.0,-46.0,3,7
-49.0,-52.0,-61.0,-60.0,-56.0,-63.0,-47.0,3,7
-50.0,-52.0,-63.0,-58.0,-55.0,-61.0,-46.0,3,7
-48.0,-53.0,-63.0,-62.0,-54.0,-57.0,-47.0,3,7
-50.0,-53.0,-62.0,-61.0,-54.0,-62.0,-46.0,3,7
-51.0,-52.0,-61.0,-58.0,-54.0,-61.0,-46.0,3,7
-57.0,-54.0,-54.0,-61.0,-58.0,-53.0,-49.0,4,7
-57.0,-53.0,-53.0,-61.0,-60.0,-52.0,-47.0,4,7
-57.0,-53.0,-54.0,-61.0,-58.0,-53.0,-49.0,4,7
-57.0,-54.0,-54.0,-61.0,-58.0,-53.0,-49.0,4,7
-57.0,-53.0,-54.0,-61.0,-57.0,-55.0,-49.0,4,7
-57.0,-54.0,-54.0,-61.0,-57.0,-53.0,-47.0,4,7
-57.0,-54.0,-54.0,-62.0,-57.0,-53.0,-47.0,4,7
-57.0,-53.0,-54.0,-60.0,-57.0,-53.0,-49.0,4,7
-57.0,-53.0,-54.0,-59.0,-58.0,-55.0,-49.0,4,7
-57.0,-53.0,-53.0,-60.0,-57.0,-53.0,-50.0,4,7
-56.0,-51.0,-53.0,-59.0,-57.0,-52.0,-49.0,4,7
-56.0,-51.0,-54.0,-61.0,-58.0,-53.0,-49.0,4,7
-57.0,-53.0,-52.0,-61.0,-57.0,-54.0,-47.0,4,7
-57.0,-52.0,-54.0,-62.0,-57.0,-53.0,-47.0,4,7
-57.0,-53.0,-54.0,-60.0,-57.0,-52.0,-48.0,4,7
-57.0,-53.0,-54.0,-61.0,-57.0,-53.0,-49.0,4,7
-53.0,-59.0,-59.0,-60.0,-56.0,-65.0,-48.0,5,7
-50.0,-59.0,-60.0,-59.0,-57.0,-66.0,-50.0,5,7
-52.0,-59.0,-60.0,-60.0,-58.0,-64.0,-49.0,5,7
-53.0,-59.0,-57.0,-61.0,-59.0,-65.0,-49.0,5,7
-52.0,-58.0,-54.0,-62.0,-58.0,-65.0,-52.0,5,7
-53.0,-59.0,-60.0,-60.0,-59.0,-65.0,-50.0,5,7
-53.0,-59.0,-57.0,-61.0,-56.0,-66.0,-49.0,5,7
-53.0,-59.0,-57.0,-63.0,-57.0,-64.0,-49.0,5,7
-53.0,-59.0,-60.0,-61.0,-56.0,-63.0,-49.0,5,7
-53.0,-59.0,-61.0,-61.0,-58.0,-63.0,-49.0,5,7
-53.0,-59.0,-60.0,-63.0,-57.0,-65.0,-48.0,5,7
-53.0,-59.0,-56.0,-61.0,-59.0,-64.0,-49.0,5,7
-52.0,-58.0,-60.0,-60.0,-57.0,-65.0,-51.0,5,7
-53.0,-58.0,-60.0,-61.0,-58.0,-65.0,-50.0,5,7
-52.0,-57.0,-61.0,-61.0,-58.0,-60.0,-49.0,5,7
-52.0,-57.0,-60.0,-62.0,-58.0,-63.0,-49.0,5,7
-58.0,-60.0,-60.0,-57.0,-48.0,-52.0,-51.0,6,7
-58.0,-60.0,-60.0,-52.0,-50.0,-58.0,-52.0,6,7
-58.0,-60.0,-61.0,-51.0,-50.0,-59.0,-52.0,6,7
-55.0,-60.0,-60.0,-52.0,-50.0,-58.0,-50.0,6,7
-58.0,-60.0,-60.0,-52.0,-51.0,-59.0,-51.0,6,7
-57.0,-60.0,-60.0,-57.0,-51.0,-60.0,-51.0,6,7
-58.0,-61.0,-60.0,-53.0,-48.0,-59.0,-51.0,6,7
-57.0,-60.0,-59.0,-57.0,-50.0,-59.0,-51.0,6,7
-58.0,-60.0,-59.0,-57.0,-47.0,-53.0,-51.0,6,7
-58.0,-61.0,-59.0,-58.0,-49.0,-52.0,-52.0,6,7
-56.0,-60.0,-59.0,-56.0,-50.0,-59.0,-51.0,6,7
-58.0,-61.0,-60.0,-58.0,-50.0,-59.0,-51.0,6,7
-57.0,-60.0,-62.0,-57.0,-50.0,-59.0,-51.0,6,7
-58.0,-60.0,-60.0,-54.0,-49.0,-52.0,-51.0,6,7
-58.0,-60.0,-60.0,-58.0,-49.0,-52.0,-51.0,6,7
-57.0,-61.0,-59.0,-58.0,-50.0,-58.0,-50.0,6,7
-60.0,-49.0,-55.0,-57.0,-56.0,-60.0,-46.0,1,8
-60.0,-48.0,-55.0,-58.0,-56.0,-60.0,-48.0,1,8
-60.0,-50.0,-55.0,-55.0,-53.0,-59.0,-47.0,1,8
-60.0,-50.0,-56.0,-58.0,-53.0,-61.0,-48.0,1,8
-58.0,-49.0,-54.0,-58.0,-55.0,-59.0,-46.0,1,8
-58.0,-50.0,-54.0,-58.0,-56.0,-61.0,-46.0,1,8
-59.0,-50.0,-54.0,-58.0,-56.0,-60.0,-45.0,1,8
-58.0,-49.0,-55.0,-58.0,-57.0,-60.0,-48.0,1,8
-59.0,-51.0,-55.0,-57.0,-56.0,-60.0,-47.0,1,8
-59.0,-50.0,-54.0,-57.0,-53.0,-58.0,-46.0,1,8
-58.0,-50.0,-55.0,-57.0,-56.0,-60.0,-46.0,1,8
-59.0,-49.0,-55.0,-58.0,-56.0,-60.0,-46.0,1,8
-58.0,-50.0,-54.0,-58.0,-56.0,-58.0,-47.0,1,8
-59.0,-50.0,-54.0,-57.0,-56.0,-59.0,-45.0,1,8
-59.0,-47.0,-55.0,-58.0,-56.0,-59.0,-46.0,1,8
-59.0,-49.0,-56.0,-57.0,-55.0,-60.0,-45.0,1,8
-53.0,-54.0,-56.0,-57.0,-58.0,-59.0,-58.0,2,8
-55.0,-54.0,-56.0,-56.0,-60.0,-60.0,-57.0,2,8
-55.0,-52.0,-56.0,-56.0,-56.0,-59.0,-59.0,2,8
-56.0,-53.0,-57.0,-55.0,-54.0,-58.0,-58.0,2,8
-56.0,-54.0,-56.0,-55.0,-56.0,-61.0,-58.0,2,8
-56.0,-53.0,-56.0,-56.0,-56.0,-60.0,-58.0,2,8
-56.0,-53.0,-55.0,-57.0,-56.0,-61.0,-58.0,2,8
-55.0,-53.0,-57.0,-56.0,-58.0,-60.0,-58.0,2,8
-56.0,-53.0,-56.0,-55.0,-58.0,-60.0,-58.0,2,8
-56.0,-53.0,-54.0,-56.0,-58.0,-60.0,-58.0,2,8
-56.0,-54.0,-54.0,-56.0,-58.0,-60.0,-58.0,2,8
-56.0,-53.0,-55.0,-56.0,-58.0,-60.0,-57.0,2,8
-55.0,-54.0,-53.0,-56.0,-57.0,-60.0,-58.0,2,8
-55.0,-53.0,-53.0,-56.0,-55.0,-60.0,-58.0,2,8
-55.0,-53.0,-54.0,-57.0,-55.0,-60.0,-58.0,2,8
-55.0,-53.0,-54.0,-58.0,-55.0,-60.0,-57.0,2,8
-58.0,-54.0,-61.0,-64.0,-57.0,-52.0,-53.0,3,8
-57.0,-52.0,-54.0,-64.0,-57.0,-50.0,-53.0,3,8
-57.0,-54.0,-57.0,-64.0,-57.0,-53.0,-53.0,3,8
-57.0,-54.0,-57.0,-64.0,-57.0,-50.0,-52.0,3,8
-57.0,-54.0,-73.0,-65.0,-57.0,-53.0,-52.0,3,8
-57.0,-53.0,-73.0,-64.0,-55.0,-51.0,-50.0,3,8
-57.0,-54.0,-57.0,-64.0,-57.0,-52.0,-50.0,3,8
-57.0,-54.0,-57.0,-64.0,-55.0,-50.0,-52.0,3,8
-57.0,-52.0,-57.0,-66.0,-57.0,-51.0,-53.0,3,8
-57.0,-52.0,-57.0,-65.0,-57.0,-52.0,-50.0,3,8
-57.0,-54.0,-59.0,-64.0,-57.0,-52.0,-52.0,3,8
-57.0,-54.0,-57.0,-65.0,-54.0,-50.0,-52.0,3,8
-57.0,-54.0,-55.0,-64.0,-57.0,-51.0,-52.0,3,8
-57.0,-53.0,-58.0,-64.0,-58.0,-52.0,-52.0,3,8
-58.0,-52.0,-58.0,-64.0,-56.0,-51.0,-52.0,3,8
-57.0,-53.0,-58.0,-65.0,-57.0,-51.0,-50.0,3,8
-56.0,-59.0,-55.0,-60.0,-53.0,-58.0,-52.0,4,8
-57.0,-61.0,-55.0,-60.0,-51.0,-56.0,-50.0,4,8
-57.0,-61.0,-56.0,-60.0,-50.0,-57.0,-53.0,4,8
-58.0,-61.0,-54.0,-60.0,-51.0,-56.0,-53.0,4,8
-58.0,-61.0,-55.0,-59.0,-53.0,-56.0,-53.0,4,8
-57.0,-61.0,-56.0,-58.0,-49.0,-56.0,-53.0,4,8
-57.0,-61.0,-57.0,-60.0,-48.0,-56.0,-53.0,4,8
-58.0,-61.0,-56.0,-61.0,-50.0,-57.0,-52.0,4,8
-58.0,-61.0,-53.0,-59.0,-48.0,-56.0,-53.0,4,8
-57.0,-61.0,-55.0,-59.0,-51.0,-56.0,-51.0,4,8
-58.0,-62.0,-56.0,-60.0,-51.0,-56.0,-53.0,4,8
-57.0,-61.0,-58.0,-58.0,-51.0,-57.0,-52.0,4,8
-58.0,-61.0,-55.0,-57.0,-50.0,-56.0,-52.0,4,8
-58.0,-61.0,-57.0,-58.0,-50.0,-54.0,-52.0,4,8
-57.0,-61.0,-55.0,-60.0,-50.0,-56.0,-52.0,4,8
-57.0,-61.0,-55.0,-58.0,-50.0,-55.0,-53.0,4,8
-58.0,-57.0,-54.0,-50.0,-52.0,-63.0,-49.0,5,8
-59.0,-56.0,-52.0,-53.0,-53.0,-65.0,-47.0,5,8
-59.0,-57.0,-53.0,-54.0,-54.0,-63.0,-47.0,5,8
-59.0,-55.0,-52.0,-54.0,-53.0,-63.0,-48.0,5,8
-60.0,-55.0,-52.0,-50.0,-52.0,-63.0,-48.0,5,8
-59.0,-56.0,-53.0,-50.0,-54.0,-62.0,-49.0,5,8
-60.0,-55.0,-51.0,-50.0,-53.0,-62.0,-48.0,5,8
-59.0,-56.0,-50.0,-54.0,-52.0,-62.0,-47.0,5,8
-59.0,-56.0,-52.0,-54.0,-55.0,-65.0,-49.0,5,8
-60.0,-56.0,-51.0,-54.0,-51.0,-63.0,-49.0,5,8
